amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation	is-buyer-requested-cancellation 
702-4801870-0339417		2021-10-22T16:42:00+00:00	2021-10-22T16:49:25+00:00	Cancelled	Merchant	Amazon.ca	WebsiteOrderChannel		Standard	Bunny Fresh Car Air Freshener - Hanging Cute Bunny Air Fresheners for Car, Home or Office. [Winter Sakura]	bunny-winter-sakura_fbm	B085RB2HYP		0										Winnipeg	Manitoba	R2J 3N3	CA		false			
702-4801870-0339417		2021-10-22T16:42:00+00:00	2021-10-22T16:49:25+00:00	Cancelled	Merchant	Amazon.ca	WebsiteOrderChannel		Standard	Bunny Fresh Car Air Freshener - Hanging Cute Bunny Air Fresheners for Car, Home or Office. [Strawberry Flavour]	bunny-strawberry	B085R9ZYRS		0										Winnipeg	Manitoba	R2J 3N3	CA		false			
702-0403938-6243404		2021-10-22T16:33:51+00:00	2021-10-22T16:44:41+00:00	Cancelled	Merchant	Amazon.ca	WebsiteOrderChannel		Standard	Bunny Fresh Car Air Freshener - Hanging Cute Bunny Air Fresheners for Car, Home or Office. [Winter Sakura]	bunny-winter-sakura_fbm	B085RB2HYP		0										Winnipeg	Manitoba	R2J 3N3	CA		false			
702-0403938-6243404		2021-10-22T16:33:51+00:00	2021-10-22T16:44:41+00:00	Cancelled	Merchant	Amazon.ca	WebsiteOrderChannel		Standard	Bunny Fresh Car Air Freshener - Hanging Cute Bunny Air Fresheners for Car, Home or Office. [Strawberry Flavour]	bunny-strawberry	B085R9ZYRS		0										Winnipeg	Manitoba	R2J 3N3	CA		false			
702-7644545-5533055	702-7644545-5533055	2021-10-22T08:56:52+00:00	2021-10-23T05:58:01+00:00	Shipped	Amazon	Amazon.ca			Expedited	Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Lily]	ted-lily	B07DVQKSLK	Shipped	1	CAD	7.99	1.04							Brampton	Ontario	L6S 1N6	CA		false			
702-6098399-7563418		2021-10-21T20:38:07+00:00	2021-10-25T15:18:13+00:00	Shipped	Merchant	Amazon.ca	WebsiteOrderChannel		Standard	Dora-Stars 2-Pack Baymax Big Hero Gift Set Air Vent Decoration - Cute Marvel/DC Super Hero Decorative Vent Clip for Cars, Home or Office [Baymax, Baym	vh-baymax-2__fbm	B08LZCY5WL	Shipped	1	CAD	12.99	0.65	2.49	0.12					Brandon	Mb	R7B 1K6	CA		false			
701-9890583-5842657	701-9890583-5842657	2021-10-21T06:56:46+00:00	2021-10-22T21:31:37+00:00	Shipped	Amazon	Amazon.ca			Standard	Dora-Stars 2-Pack Iron Man Gift Set Air Vent Decoration - Cute Marvel/DC Super Hero Decorative Vent Clip for Cars, Home or Office [Stark, Iron Man]	vh-ironman-2	B08LYT42BW	Shipped	1	CAD	9.99	0.5	2.94					2.94	Vancouver	British Columbia	V6Z 2K8	CA	CA Core Free Shipping - A1MKTV4OYO2HJ1	false			
702-8751107-0823455	702-8751107-0823455	2021-10-19T23:54:31+00:00	2021-10-21T01:21:53+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Dora-Stars Air Vent Decoration - Cute Super Hero Decorative Vent Clip for Cars, Bedroom or Office [Captain America]	vh-captainamerica	B08KRRXKG3	Shipped	1	CAD	6.99	0.91							Orleans	Ontario	K4A 4X7	CA		false			
702-4699235-0514626		2021-10-19T23:54:31+00:00	2021-10-21T05:12:19+00:00	Shipped	Merchant	Amazon.ca	WebsiteOrderChannel		Standard	Dora-Stars Air Vent Decoration - Cute Super Hero Decorative Vent Clip for Cars, Bedroom or Office [Spiderman]	vh-spiderman_fbm	B08KRX2MKD	Shipped	1	CAD	7.99	1.04	1.24	0.16					Orleans	Ontario	K4A 4X7	CA		false			
702-4699235-0514626		2021-10-19T23:54:31+00:00	2021-10-21T05:12:19+00:00	Shipped	Merchant	Amazon.ca	WebsiteOrderChannel		Standard	Dora-Stars Air Vent Decoration - Cute Super Hero Decorative Vent Clip for Cars, Bedroom or Office [Batman]	vh-batman_fbm	B08KRPTWMR	Shipped	1	CAD	7.99	1.04	1.25	0.16					Orleans	Ontario	K4A 4X7	CA		false			
701-0050965-5900222	701-0050965-5900222	2021-10-19T05:31:40+00:00	2021-10-19T16:23:23+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Bunny Fresh Car Air Freshener - Hanging Cute Bunny Air Fresheners for Car, Home or Office. [Black Ice]	bunny-black-ice	B085R9YKL7	Shipped	1	CAD	5.99	0.3							Red Deer	Alberta	T4P 0B6	CA		false			
702-9039660-8001802	702-9039660-8001802	2021-10-18T19:07:31+00:00	2021-10-21T22:28:15+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Dora-Stars Air Vent Decoration - Cute Super Hero Decorative Vent Clip for Cars, Bedroom or Office [Captain America]	vh-captainamerica	B08KRRXKG3	Shipped	1	CAD	6.99	1.05							Aylesford	Nova scotia	B0P 1C0	CA		false			
701-4444102-9746601	701-4444102-9746601	2021-10-17T23:45:48+00:00	2021-10-18T14:01:46+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Dora-Stars 7-Pack Star War Gift Set Air Vent Decoration - Cute Marvel/DC Super Hero Decorative Vent Clip for Cars, Home or Office	vh-starwar-7	B08RG4RNHF	Shipped	1	CAD	19.99	3.0							Beersville	New Brunswick	E4T 2N1	CA		false			
701-5703784-1537817	701-5703784-1537817	2021-10-17T15:50:13+00:00	2021-10-18T18:36:10+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Dora-Stars Air Vent Decoration - Cute Acrylic Puppy Dogs Decorative Vent Clip for Cars, Bedroom or Office [American Foxhound]	vd-american-foxhound	B08W2NS9XX	Shipped	1	CAD	6.99								Edmonton	Alberta	T6X 0H6	CA		false			
701-0851134-9316248	701-0851134-9316248	2021-10-17T15:36:35+00:00	2021-10-17T15:43:18+00:00	Cancelled	Amazon	Amazon.ca			SecondDay	Dora-Stars Air Vent Decoration - Cute Acrylic Puppy Dogs Decorative Vent Clip for Cars, Bedroom or Office [American Foxhound]	vd-american-foxhound	B08W2NS9XX	Unshipped	1	CAD	6.99								Edmonton	Alberta	T6X 0N7	CA		false			
702-6858830-1649866	702-6858830-1649866	2021-10-17T01:21:17+00:00	2021-10-18T10:44:10+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Bunny Fresh Car Air Freshener - Hanging Cute Bunny Air Fresheners for Car, Home or Office. [Baby Bunny]	bunny-baby-bunny	B085RB197M	Shipped	1	CAD	5.99								Calgary	Alberta	T3A 2Y7	CA		false			
701-9202098-0672245	701-9202098-0672245	2021-10-17T00:01:29+00:00	2021-10-24T06:48:17+00:00	Shipped	Amazon	Amazon.ca			Standard	Dora-Stars 7-Pack Star War Gift Set Air Vent Decoration - Cute Marvel/DC Super Hero Decorative Vent Clip for Cars, Home or Office	vh-starwar-7	B08RG4RNHF	Shipped	1	CAD	19.99	1.0	3.27					3.27	St-Pierre-Jolys	Manitoba	R0A 1V0	CA	CA Core Free Shipping - A1MKTV4OYO2HJ1	false			
701-1107024-6921807		2021-10-13T07:47:28+00:00	2021-10-14T05:09:03+00:00	Shipped	Merchant	Amazon.ca	WebsiteOrderChannel		Standard	Dora-Stars 2-Pack Baymax Big Hero Gift Set Air Vent Decoration - Cute Marvel/DC Super Hero Decorative Vent Clip for Cars, Home or Office [Baymax, Baym	vh-baymax-2__fbm	B08LZCY5WL	Shipped	1	CAD	12.99	0.65	2.49	0.12					Surrey	British Columbia	V3R 0X5	CA		false			
702-9838946-8357858		2021-10-13T01:40:55+00:00	2021-10-14T05:03:20+00:00	Shipped	Merchant	Amazon.ca	WebsiteOrderChannel		Standard	Dora-Stars Air Vent Decoration - Cute Super Hero Decorative Vent Clip for Cars, Bedroom or Office [Spiderman]	vh-spiderman_fbm	B08KRX2MKD	Shipped	1	CAD	7.99	1.2	2.49	0.37					Indian island	New Brunswick	E4W 0H9	CA		false			
702-4500240-9486636	702-4500240-9486636	2021-10-11T17:10:10+00:00	2021-10-11T21:18:39+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Dora-Stars Air Vent Decoration - Cute Acrylic Puppy Dogs Decorative Vent Clip for Cars, Bedroom or Office [French Bulldog III]	vd-french-bulldog-iii	B08W2N6RGS	Shipped	1	CAD	6.99								Halifax	Nova Scotia	B3S 1H4	CA		false			
701-3246355-4290645	701-3246355-4290645	2021-10-11T12:03:52+00:00	2021-10-12T10:24:27+00:00	Shipped	Amazon	Amazon.ca			Standard	Ted A Car Air Freshener - 3 Pack Fruit Flavour Hanging Cute Perfumes/Fragrance for Car, Home or Office. [Cantaloupe Sorbet, Passion Fruit, Pineapple]	ted-fruit-3-3	B08SKV7T2V	Shipped	1	CAD	15.99	2.4							Waasis	New Brunswick	E3B 8T8	CA		false			
702-8070984-4969805	702-8070984-4969805	2021-10-10T01:33:19+00:00	2021-10-10T07:32:34+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Ted A Car Air Freshener - 3 Pack Fruit Flavour Hanging Cute Perfumes/Fragrance for Car, Home or Office. [Cantaloupe Sorbet, Passion Fruit, Pineapple]	ted-fruit-3-3	B08SKV7T2V	Shipped	1	CAD	15.99	2.08							Pickering	Ontario	L1V 6S5	CA		false			
702-6509275-5046631		2021-10-09T00:08:02+00:00	2021-10-13T00:57:30+00:00	Shipped	Merchant	Amazon.ca	WebsiteOrderChannel		Standard	Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Green Tea]	ted-green-tea_fbm	B07DVSZWK7	Shipped	2	CAD	17.98	2.34							Hamilton	Ontario	L8E3K4	CA		false			
702-3881488-2817065	702-3881488-2817065	2021-10-09T00:08:02+00:00	2021-10-10T04:44:57+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Lily]	ted-lily	B07DVQKSLK	Shipped	1	CAD	7.99	1.04							Hamilton	Ontario	L8E3K4	CA		false			
702-3881488-2817065	702-3881488-2817065	2021-10-09T00:08:02+00:00	2021-10-10T04:44:57+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Bamboo]	ted-bamboo	B07DVRJ6MW	Shipped	1	CAD	8.99	1.17							Hamilton	Ontario	L8E3K4	CA		false			
702-7708947-1860239	702-7708947-1860239	2021-10-08T21:28:30+00:00	2021-10-11T01:05:24+00:00	Shipped	Amazon	Amazon.ca			Standard	Bunny Fresh Car Air Freshener - Hanging Cute Bunny Air Fresheners for Car, Home or Office. [Baby Bunny]	bunny-baby-bunny	B085RB197M	Shipped	1	CAD	5.99		3.27					3.27	Saint-Laurent	QC	H4L 0A5	CA	CA Core Free Shipping - A1MKTV4OYO2HJ1	false			
702-5137289-3231419	702-5137289-3231419	2021-10-08T10:56:43+00:00	2021-10-09T21:55:56+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Dora-Stars Air Vent Decoration - Cute Super Hero Decorative Vent Clip for Cars, Bedroom or Office [Captain America]	vh-captainamerica	B08KRRXKG3	Shipped	1	CAD	6.99	0.91							Owen Sound	Ontario	N4K 5T9	CA		false			
701-1383527-3316250	701-1383527-3316250	2021-10-08T02:55:57+00:00	2021-10-09T05:51:02+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Ted A Car Air Freshener - 3 Pack Special Flavour Hanging Cute Perfumes/Fragrance for Car, Home or Office. [Aroma Spa, Joma, British]	ted-special-3	B08LT54RLZ	Shipped	1	CAD	15.99	2.08							Hamilton	Ontario	L8E3K4	CA		false			
701-8477473-4121832	701-8477473-4121832	2021-10-06T21:42:02+00:00	2021-10-07T05:57:02+00:00	Shipped	Amazon	Amazon.ca			Expedited	Ted A Car Air Freshener - 3 Pack Fruit Flavour Hanging Cute Perfumes/Fragrance for Car, Home or Office. [Cantaloupe Sorbet, Passion Fruit, Pineapple]	ted-fruit-3-3	B08SKV7T2V	Shipped	1	CAD	15.99	2.08							Stevensville	Ontario	L0S 1S0	CA		false			
702-0474159-7185012		2021-10-06T17:41:02+00:00	2021-10-07T14:12:54+00:00	Cancelled	Merchant	Amazon.ca	WebsiteOrderChannel		Standard	Ted A Car Air Freshener - 3 Pack Special Flavour Hanging Cute Perfumes/Fragrance for Car, Home or Office. [Chocolate, Cotton Candy, Banana Ice-creem]	ted-sweet-3__fbm	B08LT669J1		0	CAD	15.99	2.08	2.49	0.32					Holland Landing	Ontario	L9N 0V4	CA		false			
701-3460175-2182640	701-3460175-2182640	2021-10-06T16:29:16+00:00	2021-10-08T13:35:11+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Bunny Fresh Car Air Freshener - Hanging Cute Bunny Air Fresheners for Car, Home or Office. [Victoria's Bunny]	bunny-victorias-bunny	B085RBBRWV	Shipped	1	CAD	5.99	0.78							Etobicoke	Ontario	M8V 3P8	CA		false			
701-4536409-7565847	701-4536409-7565847	2021-10-06T04:08:39+00:00	2021-10-06T23:20:08+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Dora-Stars 3-Pack Super Hero Gift Set Air Vent Decoration - Cute Marvel/DC Super Hero Decorative Vent Clip for Cars, Home or Office [Batman, Captain A	vh-super-3-3	B08M3M67BK	Shipped	1	CAD	13.99	1.82							TORONTO	ON	M6A 2V0	CA		false			
701-7529612-4721803	701-7529612-4721803	2021-10-06T00:05:22+00:00	2021-10-06T16:51:55+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Dora-Stars 3-Pack Super Hero Gift Set Air Vent Decoration - Cute Marvel/DC Super Hero Decorative Vent Clip for Cars, Home or Office [Batman, Captain A	vh-super-3-3	B08M3M67BK	Shipped	1	CAD	13.99	1.82							Peterborough	Ontario	K9J 5H7	CA		false			
702-7910674-4290608		2021-10-05T17:14:17+00:00	2021-10-06T16:36:14+00:00	Cancelled	Merchant	Amazon.ca	WebsiteOrderChannel		Standard	Ted A Car Air Freshener - 3 Pack Special Flavour Hanging Cute Perfumes/Fragrance for Car, Home or Office. [Chocolate, Cotton Candy, Banana Ice-creem]	ted-sweet-3__fbm	B08LT669J1		0	CAD	15.99	2.4	2.49	0.37					Gambo	Newfoundland	A0G 1T0	CA		false			
702-8792878-1341836	702-8792878-1341836	2021-10-04T06:21:41+00:00	2021-10-04T23:13:40+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Miss TED]	ted-miss-ted	B07DVTBQCM	Shipped	1	CAD	7.99	1.04							TORONTO	ON	M6A 2V0	CA		false			
701-0536001-3395410	701-0536001-3395410	2021-10-03T17:19:31+00:00	2021-10-04T16:43:14+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Bunny Fresh Car Air Freshener - Hanging Cute Bunny Air Fresheners for Car, Home or Office. [Victoria's Bunny]	bunny-victorias-bunny	B085RBBRWV	Shipped	1	CAD	5.99	0.78							Woodbridge	Ontario	L4L 2X5	CA		false			
701-0536001-3395410	701-0536001-3395410	2021-10-03T17:19:31+00:00	2021-10-04T16:43:14+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Bunny Fresh Car Air Freshener - Hanging Cute Bunny Air Fresheners for Car, Home or Office. [Midnight Fantasy]	bunny-midnight-fantasy	B085RJF17G	Shipped	1	CAD	5.99	0.78							Woodbridge	Ontario	L4L 2X5	CA		false			
701-0536001-3395410	701-0536001-3395410	2021-10-03T17:19:31+00:00	2021-10-04T16:43:14+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Bunny Fresh Car Air Freshener - Hanging Cute Bunny Air Fresheners for Car, Home or Office. [Pure Love]	bunny-pure-love	B085RCPTYW	Shipped	1	CAD	5.99	0.78							Woodbridge	Ontario	L4L 2X5	CA		false			
702-2529820-2187441	702-2529820-2187441	2021-10-02T16:14:31+00:00	2021-10-03T14:44:11+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Dora-Stars Air Vent Decoration - Cute Super Hero Decorative Vent Clip for Cars, Bedroom or Office [Hulk]	vh-hulk	B08KRJG26Z	Shipped	1	CAD	6.99	0.35							Calgary	AB	T2J 2W3	CA		false			
701-5704489-4076224		2021-10-02T09:04:12+00:00	2021-10-04T19:17:51+00:00	Shipped	Merchant	Amazon.ca	WebsiteOrderChannel		Standard	Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Bubble Gum]	ted-bubble-gum_fbm	B07DVV41YT	Shipped	1	CAD	8.99	0.45							victoria	bc	V9B5V2	CA		false			
701-8765329-4919413	701-8765329-4919413	2021-10-02T01:11:24+00:00	2021-10-03T06:05:30+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Ted A Car Air Freshener - 3 Pack Fruit Flavour Hanging Cute Perfumes/Fragrance for Car, Home or Office. [Cantaloupe Sorbet, Passion Fruit, Pineapple]	ted-fruit-3-3	B08SKV7T2V	Shipped	1	CAD	15.99	2.08							Hamilton	Ontario	L8E3K4	CA		false			
701-5834892-3116249	701-5834892-3116249	2021-10-01T22:51:07+00:00	2021-10-02T04:52:39+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Passion Fruit]	ted-passion-fruit	B07DVW1319	Shipped	1	CAD	7.99	1.04							Niagara Falls	Ontario	L2J 1Y8	CA		false			
701-4852353-9992264	701-4852353-9992264	2021-10-01T22:51:07+00:00	2021-10-03T05:54:30+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Ted A Car Air Freshener - 3 Pack Special Flavour Hanging Cute Perfumes/Fragrance for Car, Home or Office. [Arabica Coffee, Blueberry Yoghurt, Cola]	ted-dessert-3	B08SKVB39B	Shipped	1	CAD	13.99	1.82							Niagara Falls	Ontario	L2J 1Y8	CA		false			
701-4852353-9992264	701-4852353-9992264	2021-10-01T22:51:07+00:00	2021-10-03T05:54:30+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Strawberry]	ted-strawberry	B07DVN6FYX	Shipped	1	CAD	7.99	1.04							Niagara Falls	Ontario	L2J 1Y8	CA		false			
701-3307154-9053028		2021-10-01T22:51:07+00:00	2021-10-04T19:21:03+00:00	Shipped	Merchant	Amazon.ca	WebsiteOrderChannel		Standard	Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Hazelnut Macaron]	ted-hazelnut-macaron_fbm	B07DVWTSTF	Shipped	1	CAD	8.99	1.17							Niagara Falls	Ontario	L2J 1Y8	CA		false			
702-1526606-7623445	702-1526606-7623445	2021-10-01T17:02:32+00:00	2021-10-02T10:19:12+00:00	Shipped	Amazon	Amazon.ca			Expedited	Bunny Fresh Car Air Freshener - Hanging Cute Bunny Air Fresheners for Car, Home or Office. [Black Ice]	bunny-black-ice	B085R9YKL7	Shipped	1	CAD	5.99	0.3							Calgary	Alberta	T3K 4Z5	CA		false			
S01-3147210-7038222	xlat76A895	2021-10-29T07:06:47+00:00	2021-10-30T11:26:53+00:00	Shipped	Amazon	Non-Amazon			Standard	TED A CAR Air Freshener - 3 Pack Special Flavour Hanging Cute Perfumes/Fragrance for Car, Home or Office. [Arabica Coffee, Blueberry Yoghurt, Cola]	ted-dessert-3	B08SKVB39B	Unshipped	1															false			
S01-6350597-0280858	xlaqfLs165	2021-10-26T15:47:29+00:00	2021-11-05T18:29:45+00:00	Shipped	Amazon	Non-Amazon			Standard	Dorakaka 7-Pack Star War Gift Set Air Vent Decoration - Cute Marvel/DC Super Hero Decorative Vent Clip for Cars, Home or Office	vh-starwar-7	B08RG4RNHF	Unshipped	1															false			
S01-0915561-1193248	xla89oS470	2021-10-08T09:24:55+00:00	2021-10-18T06:03:34+00:00	Shipped	Amazon	Non-Amazon			Standard	Dorakaka 7-Pack Star War Gift Set Air Vent Decoration - Cute Marvel/DC Super Hero Decorative Vent Clip for Cars, Home or Office	vh-starwar-7	B08RG4RNHF	Unshipped	1															false			
112-9902945-0373866	112-9902945-0373866	2021-11-01T05:25:18+00:00	2021-11-01T22:22:59+00:00	Shipped	Amazon	Amazon.com			Expedited	TED A CAR Air Freshener - 3 Pack Special Flavour Hanging Cute Perfumes/Fragrance for Car, Home or Office. [Baby Powder, Cookie Vanilla, Umeshu]	ted-special-3-3	B08SKVTZGX	Shipped	1	USD	13.99	1.08							LA HABRA	CALIFORNIA	90631-3437	US		false			
111-2658989-6029824	111-2658989-6029824	2021-10-31T23:00:40+00:00	2021-11-02T04:36:12+00:00	Shipped	Amazon	Amazon.com			Standard	Dorakaka Air Vent Decoration - Cute Acrylic Puppy Dogs Decorative Vent Clip for Cars, Bedroom or Office [French Bulldog I]	vd-french-bulldog-i	B08W2NLWC4	Shipped	1	USD	6.99	0.65							ANTIOCH	TN	37013-4460	US		false			
112-4153484-9765859	112-4153484-9765859	2021-10-31T20:52:46+00:00	2021-11-02T00:23:16+00:00	Shipped	Amazon	Amazon.com			Expedited	Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Green Tea]	ted-green-tea	B07DVSZWK7	Shipped	1	USD	7.99	0.7							BUFFALO	NY	14228-3151	US		false			
111-0582569-6437834	111-0582569-6437834	2021-10-31T04:33:00+00:00	2021-11-01T19:33:59+00:00	Shipped	Amazon	Amazon.com			Expedited	Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Bubble Gum]	ted-bubble-gum	B07DVV41YT	Shipped	1	USD	7.99								CLAYTON	DE	19938-2559	US		false			
113-2842800-9297022	113-2842800-9297022	2021-10-31T04:30:08+00:00	2021-11-03T10:04:19+00:00	Shipped	Amazon	Amazon.com			Standard	Dorakaka Air Vent Decoration - Cute Super Hero Decorative Vent Clip for Cars, Bedroom or Office [Baymax]	vh-baymax	B08KR8FF2P	Shipped	1	USD	7.99	0.58	0.1					0.1	CHARLOTTE	NC	28273-3956	US	US Core Free Shipping Promotion A3JU1FCINF5SD0	false			
111-5460207-4591427	111-5460207-4591427	2021-10-31T00:10:21+00:00	2021-10-31T15:20:11+00:00	Shipped	Amazon	Amazon.com			Standard	Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Bubble Gum]	ted-bubble-gum	B07DVV41YT	Shipped	1	USD	7.99	0.4	5.99	0.3					MANITOWOC	WI	54220-1803	US		false			
